date,temp_avg,temp_max,temp_min,precipitation,humidity,wind_avg_speed,SO2,NO2,PM2.5,O3
2011-01-01,8.3,13,3,0,84,5.2,11,41,8,17
2011-01-02,8.6,13,4,0,81,5.4,11,47,9,11
2011-01-03,4.2,9.4,-1.6,0,86,3.5,11,62,11,7
2011-01-04,6.5,8,4.1,0,93,6.3,9,48,9,11
2011-01-05,8.9,10,6.3,0,90,10.4,9,54,10,9
2011-01-06,12.2,15,8.9,0.51,87,15.7,8,35,7,22
2011-01-07,10.9,13,8.7,1.02,81,15.6,8,42,13,29
2011-01-08,9.8,13,7.6,1.02,88,14.3,8,38,7,35
2011-01-09,8.4,11,6.6,10.92,92,6.5,8,35,6,40
2011-01-10,6.9,8.3,5.2,3.81,91,7.4,9,47,6,20
2011-01-11,11.3,15,5.7,1.78,77,15.4,9,37,5,37
2011-01-12,9.1,16,3.1,0,83,3.1,14,79,18,6
2011-01-13,6.6,13.3,1.9,0,92,3.5,14,74,22,5
2011-01-14,6.9,15.3,0.7,0,84,5,15,77,21,5
2011-01-15,6.8,15.8,0.3,0,81,3.7,13,56,14,6
2011-01-16,6.3,14.8,0,0,83,4.8,12,48,14,7
2011-01-17,4.3,6,0.9,0,97,2.6,13,77,35,5
2011-01-18,6.9,12,3,0,91,2.6,15,80,21,5
2011-01-19,6.8,11,3.6,0,89,2.8,14,77,25,5
2011-01-20,6.7,12.1,2.2,0,77,6.3,13,54,8,10
2011-01-21,2.7,7,-2,0,32,15,10,32,4,47
2011-01-22,0.9,7.2,-4,0,35,11.9,10,31,4,47.5
2011-01-23,-0.2,5.4,-4.1,0,45,9.1,10,24,6,43
2011-01-24,0.5,8.8,-6,0,49,5,12,49.5,7,30
2011-01-25,-0.2,8.7,-6,0,61,5.2,13,67,12.5,10
2011-01-26,0.6,9.4,-5.1,0,73,5,13,68,11,8
2011-01-27,2.7,6,-1.2,0,90,5.9,10,65,10.5,11
2011-01-28,5.6,9.7,3.3,2.29,88,12.4,8,45,7,32
2011-01-29,5,9,1.4,4.06,83,7.8,7,35,7,34.5
2011-01-30,3,6.9,0,0,89,3.5,7,45,12,22
2011-01-31,3.5,8,-0.2,0.76,68,8.7,9,47,9,26
2011-02-01,2.7,10,-3,0,66,9.3,9,53,12,22
2011-02-02,5.1,13,-2,0,55,8.1,11,79,14,14
2011-02-03,4.4,14.6,-3,0,63,4.8,16,99,21.5,6
2011-02-04,5.6,16,-2,0,66,4.3,15,95,19,6
2011-02-05,6.7,19.5,-2,0,57,3,13,79,15,8
2011-02-06,7.3,19.3,-1,0,57,4.3,13,63.5,13,11
2011-02-07,7.1,18.8,-1.2,0,55,3.9,13,81,13,8.5
2011-02-08,5.9,16,-2,0,59,4.8,13,84,17,8
2011-02-09,5.8,15,-1.4,0,70,4.8,13.5,91,23,6
2011-02-10,6.3,15.6,-1.3,0,67,4.8,13,81,19,8
2011-02-11,6.2,14.3,-1,0,69,6.3,12,82,21,7
2011-02-12,6.7,14.8,-1,0,70,6.9,10,58,17,18
2011-02-13,6.7,12,0,0,76,14.1,8,35,8,39
2011-02-14,6.6,9.1,3.1,0.76,61,22.4,7,27,5,53
2011-02-15,6.6,10,4.8,0.25,89,12,7,48,5,34
2011-02-16,5.5,8.7,2,4.83,85,21.1,7,37,5,46
2011-02-17,6.7,10.5,3.5,5.08,70,23.7,7,27,6,63
2011-02-18,6.7,13.2,-0.5,0.25,73,7.6,8,56,9,30
2011-02-19,8.1,10,5.7,0,92,7,7,50,8,16
2011-02-20,9.4,15,6,0,79,8.3,7,30,6,36
2011-02-21,10.3,13.4,4.8,0.25,63,18.3,7,23,6,59
2011-02-22,13.5,16,9.2,0,59,19.6,7,23,6,56
2011-02-23,12.2,19.3,5.4,0,59,4.6,9,63.5,11,23
2011-02-24,11.2,20,2.7,0,62,6.5,9,59,11,15
2011-02-25,11.6,21.9,2,0,57,4.1,10,71,14,10
2011-02-26,12.1,21,3.6,0,58,5.6,11,69,15,12
2011-02-27,9.3,12.8,5.2,0,50,19.3,8,17,4,64
2011-02-28,5.7,10.7,-0.3,0,53,24.1,7,24,5,59
2011-03-01,5.2,10,1.3,0.25,54,21.9,7,22,6,60
2011-03-02,5.7,8.1,3,0,59,15.7,7,36,10,47.5
2011-03-03,2.7,8.2,-1.8,0,73,8.3,8,42,13,40
2011-03-04,3,6,0.5,0.51,92,8,7,49,11,40.5
2011-03-05,6.8,12.2,1.6,8.89,73,5.6,7,32,7,52
2011-03-06,6.5,14.3,-0.6,0,70,5.6,8,38,8,32.5
2011-03-07,10.3,17.5,3.8,0,55,9.3,8,39,11,47
2011-03-08,9.6,14.4,3.9,0,61,9.3,8,32,15,63
2011-03-09,10.6,15.1,6,0,66,8.1,7,33,14,50
2011-03-10,9.7,18.2,1.1,0,57,6.1,8,42,18,31
2011-03-11,6.8,12,2.3,0,82,7.2,8,56,16,23
2011-03-12,9.4,14,5.7,14.22,82,7.6,7,33,7,42
2011-03-13,9.9,13.8,5.8,0,80,10.2,7,23,7.5,45.5
2011-03-14,10.9,15,5.5,2.29,83,15.4,7,35,7,46
2011-03-15,10.4,13,8,3.81,74,17.2,7,27,5,50
2011-03-16,9.8,12,7.6,0,61,18.5,7,36,7,50
2011-03-17,11.4,17,6,0.25,63,14.6,8,41,8,42
2011-03-18,11.3,21.1,2,0,59,5.4,9,57,9,31
2011-03-19,12.4,21.8,3,0,51,5.4,8,42,8,44
2011-03-20,12.3,21.4,2,0,41,5,9,36,6,40.5
2011-03-21,10.8,16.8,3.2,0,58,8.1,8,29,10,65
2011-03-22,10.2,14.3,6,0,54,11.3,7,23,8,75
2011-03-23,9.2,13,4.8,0.76,67,12.6,7,33,8,57
2011-03-24,9.7,12,7.5,1.52,83,8,8,46,9,49
2011-03-25,11.6,15,8.7,0.25,79,6.7,8,48.5,16,49
2011-03-26,13.2,18.2,8,1.02,73,11.1,8,35,18,38
2011-03-27,10.4,14.4,6.8,3.3,81,18.9,7,18,5,65
2011-03-28,11,14.9,6,1.52,68,13.9,7,28,7,69
2011-03-29,12.8,17.6,7,0.25,62,10.4,7,27,6,66
2011-03-30,14.8,19.6,9.8,0,61,12,7,25,8,69
2011-03-31,13.9,22,5.3,0,64,5,8,58,13,25
2011-04-01,16.1,25.7,6.6,0,58,6.7,8,54,12,29
2011-04-02,14.9,21,8.4,0,64,6.3,8,49,14,37.5
2011-04-03,13.4,19,10,0,81,9.3,8,46,24,28
2011-04-04,15.9,22.1,10.5,6.86,74,5.6,7,31,12,48.5
2011-04-05,17,25.7,9,0,61,4.4,8,46,15,30
2011-04-06,17.4,25.5,9.4,0,56,8.5,7,44,17,37
2011-04-07,18.4,27.9,9.3,0,50,4.6,7,58,19,23
2011-04-08,19,29,9,0,47,6.1,8,77.5,20,19.5
2011-04-09,18.9,29,9,0,48,8.9,8,55,28,34
2011-04-10,17.5,24.7,9.5,0,57,9.1,7,37,19,54
2011-04-11,16.1,23.4,9.1,0,53,14.4,7,20,7,70
2011-04-12,16.4,24.5,9,0,46,8.7,7,29,15,70
2011-04-13,17.5,26,7,0,43,7.2,7,51,11,45
2011-04-14,17.5,27,6.9,0,43,8.7,8,65,13,38
2011-04-15,15.6,22.1,8.5,0,36,10.9,7,29,9,75
2011-04-16,14.8,21.2,9.6,0,56,9.8,6,20,13,79.5
2011-04-17,15.2,22.5,6.4,0,49,7,7,17,10,85.5
2011-04-18,15.3,22.5,5.6,0,42,9.3,7,27,10,83.5
2011-04-19,15.9,21.4,10.7,0,58,10.6,7,24,12,75
2011-04-20,15.5,20.9,12.2,1.52,76,12.4,6,24,9,56
2011-04-21,14,20.3,10,4.83,80,10.7,6,19,10,67
2011-04-22,11,15.1,8.6,27.94,86,10.9,6,15,3,71
2011-04-23,12.1,17,8.9,1.78,80,3.9,6,22,5,58
2011-04-24,14.2,19.6,8.7,1.02,67,12,6,14,4,70
2011-04-25,15.2,21,9.4,0,65,12.6,6,22,7,71
2011-04-26,15.2,20.7,9.9,1.27,61,10.7,6,25,9,77
2011-04-27,16.1,24,7.8,0,53,7,6,29,17,90
2011-04-28,17.1,24,8,0,49,8.7,6,45,15,73
2011-04-29,14.6,20.4,9.3,0,67,9.4,6,30,14,79
2011-04-30,13.4,16.2,10.9,0,79,11.7,6,24,7,70
2011-05-01,15.1,20.4,11,1.02,67,10.6,6,18,7,70
2011-05-02,15.7,22.6,10.5,4.06,73,6.9,6,25,7,61.5
2011-05-03,16.6,22.5,9.3,0,64,10.7,6,43,11,39.5
2011-05-04,16.7,22.8,9,0,50,8.9,6,40,9,54
2011-05-05,16.3,23.9,7.5,0,54,6.3,7,49,11,41.5
2011-05-06,18.5,23,13.7,0,62,16.7,6,24,13,75
2011-05-07,15,18,12,0,72,15.7,6,23,10,68
2011-05-08,15.4,21.3,7.2,17.02,64,8.3,6,25,7,56
2011-05-09,17.9,27,8.3,0,58,5.2,7,46,10.5,35
2011-05-10,19.3,26.5,10.2,0,55,7.2,7,36,13,62
2011-05-11,20,27.4,10.7,0,48,6.1,6,32,12,61
2011-05-12,18.8,23.6,14.3,0,59,6.9,7,43,12,53
2011-05-13,20.6,27.1,13.9,0.25,53,6.3,6,33,11,62
2011-05-14,17.6,27.6,10.6,0,69,10.4,6,35,14,49
2011-05-15,14.4,22,6.2,3.56,48,15.6,5,12,5,70
2011-05-16,17,24.3,8.8,0,49,7.4,6,21,7,64
2011-05-17,17.8,25.4,10.1,0,57,7.8,6,36,12,55
2011-05-18,18.7,25,12.6,0,51,12.6,6,28,11,58
2011-05-19,15.2,19.1,11.3,3.3,70,8.1,6,24,8,53
2011-05-20,18.1,26,8.9,0,52,6.1,6,39,10,44.5
2011-05-21,20.3,27,11.6,0,46,6.3,6,32,12,69
2011-05-22,20.8,28,13.8,0.25,50,7.8,6,30.5,11,63
2011-05-23,21.6,30,12.1,0,46,6.3,6,38,11,64
2011-05-24,23.6,31.2,13.9,0,39,6.1,6,36,10,63
2011-05-25,24.1,32,14.6,0,33,7,6,49,13,58.5
2011-05-26,23.1,30.5,16,0,40,12,6,37.5,15,73
2011-05-27,18.8,25.7,14.7,1.02,77,7,6,39,12,47
2011-05-28,20.8,28.5,12.2,4.57,62,5.6,6,32,10,45
2011-05-29,22.4,29,15.4,2.29,53,11.9,6,20,12,66
2011-05-30,18.2,23,15,10.41,79,10.2,6,28,13,49
2011-05-31,18.4,24,12,7.62,65,12,6,23,7,56
2011-06-01,15.2,22,8.3,0,43,19.3,5,17,5,71
2011-06-02,16.1,22.3,8.6,0,48,16.1,5,19,9,76
2011-06-03,17.3,24,11,0,47,9.1,6,25,10,82
2011-06-04,18.2,25.3,11.3,0,53,6.7,6,28,7,68
2011-06-05,19.6,27,11.9,0,55,9.6,6,22,7,66
2011-06-06,16.2,20.1,13.7,3.05,87,5.4,6,42,10,56
2011-06-07,15.2,19.5,12,22.1,87,5.7,6,39,8,51
2011-06-08,17.6,23,11.1,7.87,55,9.3,6,29,8,55
2011-06-09,18.1,24.6,9.8,0,49,11.5,6,34,11,66.5
2011-06-10,18.8,25.2,10.5,0,49,5.7,6,34,11,62
2011-06-11,20.4,28,12.1,0,45,7,6,24,8,52
2011-06-12,23.1,31,12.6,0,37,10.9,6,26,9.5,56
2011-06-13,24.3,31,17.2,0,33,8.1,6,37,9.5,53
2011-06-14,24,31.3,13.9,0,32,8,6,40,10,57
2011-06-15,25.2,33,15.1,0,34,8.5,6,47,14,57
2011-06-16,24.9,31.3,16.4,0,36,9.3,6,38,11,60.5
2011-06-17,24.2,31,13.5,0,36,12.2,6,38,10,57
2011-06-18,23.5,30,16.3,0,30,10.9,6,23,7,61
2011-06-19,23.3,32.1,11.5,0,29,5.6,6,29,10,71
2011-06-20,26.6,35,15.7,0,34,8.5,6,47,16,51
2011-06-21,28.8,37,17.4,0,28,11.5,6,46,14,52
2011-06-22,26.7,34,16.2,0,27,14.3,6,40,13,57
2011-06-23,25.2,33,13.8,0,26,7.6,6,31,10,70
2011-06-24,25.3,34,15.8,0,35,7.2,6,24.5,14,75
2011-06-25,28.4,36,17.5,0,29,5.7,6,27,15,69
2011-06-26,30.6,38,20.7,0,29,6.5,6,20,18,77.5
2011-06-27,30.9,38,21.1,0,26,10.9,6,37,19,65
2011-06-28,29.7,37,19.2,0,26,12.4,7,46,23,58
2011-06-29,26.7,35,18.8,0,36,11.9,6,25,15,66
2011-06-30,26.2,35,16.1,0,31,9.4,6,27,10,66
2011-07-01,27.4,35.1,17.1,0,30,10.9,6,32.5,14,68
2011-07-02,28.6,36,18.6,0,26,10.4,6,37,15,61.5
2011-07-03,26.3,32.1,19.3,0,24,15,6,22,13.5,74
2011-07-04,25.4,32,17.3,0,35,6.5,6,31,13,84
2011-07-05,27.2,35,16.8,0,27,12.2,6,37,13,77
2011-07-06,27.3,33,18.8,0,25,14.1,6,28,9,64
2011-07-07,24.3,31,14.7,0,25,13,6,27,9,73
2011-07-08,23.3,31,12.4,0,26,8.1,5,30,9,60
2011-07-09,26,33,16.2,0,30,10.9,5,22,7,48
2011-07-10,27.1,34,15.3,0,23,10,5,23,7,66
2011-07-11,26.6,36,14.4,0,22,10.2,6,49,13,61
2011-07-12,24.7,32,15.7,0,32,15.7,5,31,10,63
2011-07-13,20.4,25.8,14.9,0,43,21.9,5,16,6,71
2011-07-14,21.6,29,12.6,0,32,9.8,5,28,9,76
2011-07-15,25.1,33,14.9,0,29,8.1,5,30,11,69.5
2011-07-16,27.2,35,15.8,0,25,13.9,6,33,12,72
2011-07-17,26.2,31,20.6,0,30,15.6,5,12,5,62
2011-07-18,23.4,31,13.4,0,30,12.4,5,23,8,59
2011-07-19,23.6,28,18,0,33,21.9,5,16,6,58.5
2011-07-20,23.7,32,13.4,0,28,8.1,5,29,6,56.5
2011-07-21,25.8,35,15.5,0,26,9.8,6,33,9,56
2011-07-22,23.9,32.1,15.7,0,38,11.9,5,19,10,67
2011-07-23,24,32.2,15.4,0,30,13.1,5,14,8,74.5
2011-07-24,22.9,30,14.4,0,32,10.6,5,12,6,63
2011-07-25,24.8,32,15.8,0,36,5.7,5,16,7,47
2011-07-26,26.7,35,16.9,0,35,10.6,6,36,14,49
2011-07-27,25.4,33,17,0,31,11.7,5,18.5,7,56
2011-07-28,26.6,34,17.5,0,37,7.6,5,27,12,60
2011-07-29,28.1,35.3,18.3,0,28,12,6,38.5,15,67.5
2011-07-30,28.9,35.2,19.6,0,27,10,5,26,14,90
2011-07-31,28,35,18.6,0,28,10.4,6,16,11,92
2011-08-01,27.6,34,18.9,0,32,9.4,6,36,16,68
2011-08-02,23.9,28,18.2,0.51,46,16.5,5,22,11,69
2011-08-03,24.6,31.6,15,0,39,6.3,5,31,12,68
2011-08-04,27.3,35,16.8,0,29,6.5,6,41,13,68
2011-08-05,27.5,34.1,19,0,29,12.4,6,34,9,55
2011-08-06,26.4,33,16.1,0,34,14.1,5,18.5,7,62
2011-08-07,27.2,33,20,0,36,14.8,5,13,5,55.5
2011-08-08,26.2,34,18.2,0,27,9.8,5,20,7,67
2011-08-09,25.3,34,16.3,0,24,10.2,5,17,8,63
2011-08-10,26.4,35,16.7,0,34,7.8,5,23,13,62
2011-08-11,29.1,37,19.7,0,37,8,6,26,18,62
2011-08-12,27.8,36.1,19,0,36,10.7,6,38,20,65
2011-08-13,25.6,32,18.2,4.57,49,8,5,24,11,68
2011-08-14,27.6,35,17.8,0,34,10.9,5,31,18,69
2011-08-15,28.4,36,18.4,0,28,6.9,5,34,12.5,48
2011-08-16,28.2,37,17.9,0,31,7.2,6,50,15,41
2011-08-17,28.4,36.1,18,0,27,10.2,6,49.5,14,46.5
2011-08-18,27.4,36,17,1.27,37,12.2,6,40,18,55.5
2011-08-19,29.1,37,19.7,0,32,6.5,6,24,16,71
2011-08-20,30.8,40,20.8,0,26,10.7,6,26,16,68
2011-08-21,28.5,37,20.3,0,33,10.6,5,18,15,69
2011-08-22,24.5,28.6,19.4,1.02,47,12,5,19,14.5,61
2011-08-23,24.9,32,15.4,0,40,9.1,6,34,13,57.5
2011-08-24,25.4,31.1,17.7,0,31,11.3,5,28,11,65
2011-08-25,24.9,32,14.6,0,32,14.1,6,39,10,48
2011-08-26,22.6,26,14.9,0,33,19.8,5,17,6,56
2011-08-27,20.1,29,9.1,0,26,7,5,21,6,55
2011-08-28,23.8,32,13.9,0,25,10.2,5,19,9,63
2011-08-29,24.2,32,13.5,0,23,11.5,6,47.5,11,52.5
2011-08-30,23.6,32,12.9,0,21,11.9,6,42,10,57.5
2011-08-31,23.1,27.9,17.8,0,45,12,5,25,9,48
2011-09-01,23.2,29,16.9,0,48,11.3,6,27,7,42
2011-09-02,21.5,25.6,16.1,0,47,9.8,5,22,6,57
2011-09-03,18.8,23.4,14.8,0.51,66,5.4,5,35,7,41.5
2011-09-04,20.8,27.6,11.8,0.76,52,11.9,5,20,7,52
2011-09-05,21.9,29,13.8,0,38,5.7,6,33,7,56
2011-09-06,23.2,31.1,13.5,0,36,7.6,6,36,9,57
2011-09-07,24.2,34,12.8,0,26,6.7,6,62,11,43.5
2011-09-08,24.8,34,13.8,0,21,6.9,6,62,11,51
2011-09-09,25.2,35,13,0,22,8,7,55,12,48
2011-09-10,24.9,32.5,14.1,0,25,11.1,6,48,15,61
2011-09-11,22.4,29,13.6,0,37,8,5,23,7,54.5
2011-09-12,23,33,11.7,0,31,5,6,47,8,46
2011-09-13,24.8,34,14.7,0,30,6.1,6,56,13,42
2011-09-14,25.8,33.1,17.8,0,33,8.3,6,37,11.5,54
2011-09-15,25.3,33,15.7,0,31,8.3,6,34,10,50
2011-09-16,24.7,32,16.7,0,35,8.9,6,50,15.5,47.5
2011-09-17,24.1,31,14.8,0,37,11.1,5,45,17,55.5
2011-09-18,21.2,25.7,14.7,0,33,13.3,5,18,7,68
2011-09-19,17.4,26.3,8.4,0,34,7,5,26,5,50
2011-09-20,20,30,10,0,29,6.7,5,45,8.5,42
2011-09-21,21.2,30.5,11.6,0,34,7.4,6,58,14,34
2011-09-22,21.6,30.3,11.8,0,34,6.1,5,74,17,28
2011-09-23,22.1,29,14.4,0,37,9.6,4,55,18,41
2011-09-24,21.1,26.3,13.5,0,31,8.5,2,25,11,64
2011-09-25,22.9,28.1,15.5,0,25,5.7,3,39,10,36
2011-09-26,19.6,29.9,10.4,0,34,5.6,3,50,15,45
2011-09-27,21.2,30.3,12.2,0,35,6.1,3,52,15,42
2011-09-28,20.1,26.6,11.8,0,36,5.2,3.5,60.5,13,28.5
2011-09-29,20.4,28.1,10.8,0,37,7.2,3,52.5,15,32.5
2011-09-30,20.2,27.5,12.2,0,43,5.6,3,33,16,57
2011-10-01,19.8,27.1,11,0,48,8.7,2,22.5,22,65
2011-10-02,19,26.8,10.6,0,49,6.1,2,20,20,63
2011-10-03,19.1,29.7,8.9,0,33,6.3,3,68,18,31.5
2011-10-04,20.4,30.4,10,0,24,4.8,3,50.5,11,50
2011-10-05,20.2,31.5,9.1,0,25,5.6,4,63,13,36
2011-10-06,20.8,31.2,10.3,0,30,4.3,4,72.5,15,16
2011-10-07,18.2,22.2,11.9,0,46,15.9,2,23,11,43.5
2011-10-08,16.1,23.7,9,0,43,12.4,2,14,4,52
2011-10-09,16.8,25.4,7.4,0,43,9.4,2,16.5,6,41
2011-10-10,18.4,29,8.5,0,38,5.2,3,45,9,25
2011-10-11,18.9,31.4,8.3,0,31,5.2,4,71,12,12
2011-10-12,20.4,32,9.5,0,28,6.3,4,53,11,21.5
2011-10-13,20.4,32,9.8,0,23,5.6,4.5,72,12.5,13
2011-10-14,19.2,30.1,8.4,0,22,5.2,4,66,11,22
2011-10-15,17.5,26.7,8.3,0,39,5.9,3,37,13.5,30
2011-10-16,17.1,27,8.8,0,46,5.4,3,43.5,16,26
2011-10-17,15.5,24,8.6,0,53,5,4,51,14,26.5
2011-10-18,15.1,24.5,6.6,0,48,4.8,4,67,16,12
2011-10-19,15.2,25.4,6.9,0,44,8,5,73,21,18
2011-10-20,13.6,19.5,8.5,0,42,13,2,20,4,50
2011-10-21,11.3,21.3,2,0,52,5.4,3,48,8,37.5
2011-10-22,14,22.9,6.8,0,54,5.4,3,40,13,27
2011-10-23,14.4,21.4,9.2,0,67,11.9,3,27.5,10,41
2011-10-24,13.7,16.7,10,2.54,76,18.9,2,33,8,32
2011-10-25,11.5,15.3,7.5,4.57,61,20.2,2,24,7,40
2011-10-26,11.8,16,6,0,72,12.2,3,38,8,26
2011-10-27,12.2,15.7,9,8.64,89,16.5,2,36,8.5,33.5
2011-10-28,13.1,18,8.3,20.83,70,9.4,4,30,7,26.5
2011-10-29,13.1,20.3,6.6,0,71,7.4,3,25,6,27.5
2011-10-30,14.1,22,7.2,0,72,5,4,28,9,22.5
2011-10-31,14.5,21.5,7.6,0,73,7.4,5,46,14,9
2011-11-01,15.3,20,11.8,0,77,8.5,3,40.5,15,13
2011-11-02,14.5,18,10.7,0,78,16.3,3,37,14,26
2011-11-03,12.6,16,8.7,2.79,82,19.6,3,34,7,34
2011-11-04,10.1,12.3,8.5,7.11,91,7.4,3,44,6.5,26
2011-11-05,10.2,12,8.4,4.57,75,8.7,3,25,6,35
2011-11-06,10.9,14.5,8.5,0,60,15.4,3,27.5,6,41.5
2011-11-07,11.6,14,8.7,0.51,81,4.4,6,65,13,5
2011-11-08,10.5,16.1,5.3,0.25,71,6.5,5,52,12,7
2011-11-09,9.4,14,4.8,0,82,3.9,5,57,15,6
2011-11-10,13,16.6,10.3,0.25,87,5.4,5,54,15,6
2011-11-11,13.8,19.3,9.9,0.51,81,4.8,6,52,12,7
2011-11-12,14.4,21.2,8.5,0,70,9.6,4,27,9,33
2011-11-13,13.7,18,9,0,73,9.6,3,20,8,45
2011-11-14,12.1,16,7.4,0,81,10.4,3,38,8,37
2011-11-15,9.1,12.1,5.8,11.68,88,6.9,3,49,8,16
2011-11-16,9.1,13.4,5.7,0,85,5,4,50,10,19.5
2011-11-17,9.3,14.5,3.8,0,84,3.9,5,46,10,12
2011-11-18,10.6,14,7,0,86,5.2,3,45,9,26
2011-11-19,11.6,15.1,9.5,3.81,81,11.9,3,24,6,41
2011-11-20,11.6,13,9.9,11.68,94,6.1,3,32,9,26
2011-11-21,12.1,16.4,9.7,2.54,82,5.4,4,42,9.5,12.5
2011-11-22,10.6,12,9.5,0.51,89,4.3,4,47,10,13
2011-11-23,12.6,17,8,3.3,72,9.4,3,32.5,8,26
2011-11-24,9.3,17,4,0,77,6.1,6,43,11,17
2011-11-25,8.8,17,2,0,73,4.8,7,55,11,7
2011-11-26,7.7,15.5,2.3,0,73,7.6,5,41,11,12
2011-11-27,6.2,14.9,0,0,78,4.6,7,49,13,6
2011-11-28,6,14,0,0,79,3.7,7,71,18,5
2011-11-29,5.7,14.6,-0.3,0,84,4.8,8,69,20,4
2011-11-30,6.1,14.1,0,0,84,4.1,8,64,19,5
2011-12-01,6.1,13.1,-0.5,0,84,5.7,7,63.5,20,4
2011-12-02,7.9,10.2,4.1,0,70,13.5,4,41,7,28
2011-12-03,5.3,11,0.5,1.02,78,5,5,56,9,9
2011-12-04,4.4,11,-1,0,84,4.6,6,54.5,15,5
2011-12-05,6.6,13.8,-0.4,0,82,4.6,6,59,14,6
2011-12-06,9.3,15.4,3.9,0,74,7.2,4,35,6,27
2011-12-07,4.7,12,1,0,90,4.1,7,57,18,4
2011-12-08,5.1,15.6,-1,0,84,3.1,8,58,17,4
2011-12-09,4.2,10.1,0,0,89,4.3,7,60.5,20,4
2011-12-10,4.1,5,2.4,0,98,5.4,4,50,16,4
2011-12-11,5.7,8.5,3.4,1.02,89,5.2,3,36,9,9
2011-12-12,7,10,3.6,0,90,8.3,3,38,7,18
2011-12-13,8.8,11.3,5.1,0,84,17.4,3,29,6,33
2011-12-14,11.2,14,8,0,77,16.7,3,29,6,36
2011-12-15,8.8,12.1,5.6,0,64,15.4,3,36,7,35
2011-12-16,9.4,13,5.4,0,79,28,2,24,5,41
2011-12-17,5.9,11.1,0.3,1.02,61,7.2,3,32,7,38
2011-12-18,4.1,9.2,-2,0,66,10,4,33,6,30
2011-12-19,2.7,10.3,-3,0,70,3.3,6,63,10,6
2011-12-20,2.4,10,-3.4,0,78,4.8,9,77,19,3
2011-12-21,6.4,17,-1.4,0,77,5.6,13,91,29,3
2011-12-22,5.6,15.9,-1,0,79,3.9,10,70,17,3
2011-12-23,4,14.7,-3,0,77,3.9,10,76,21.5,3
2011-12-24,6.8,12.4,0,0,59,10,5,28.5,5,23
2011-12-25,3.9,14.9,-3,0,58,5.2,7,43.5,8,14
2011-12-26,3.2,11.8,-3,0,70,4.4,8,55,11,6
2011-12-27,3,13.1,-3,0,76,4.4,9,62,16,4
2011-12-28,3.3,12,-3,0,71,5.7,8,67,13,5
2011-12-29,5.1,11.3,-1,0,61,12.2,5,42,6,24
2011-12-30,2.6,11,-3.8,0,66,4.3,8,69,11,5
2011-12-31,4.2,13.2,-2,0,68,4.4,10,77,19,3
2012-01-01,4.5,12.6,-2,0,75,6.5,8,54,18,6
2012-01-02,8.7,12.3,2,0,69,17.8,4,24,6,37
2012-01-03,3.8,11.9,-2.1,0,76,5.2,7,66,13.5,5.5
2012-01-04,3.6,13.3,-3.2,0,77,4.1,9,78,19,4
2012-01-05,4.4,14,-2,0,81,4.6,13,91,24,4
2012-01-06,7.5,16,0,0,74,13.1,10,60,13.5,5
2012-01-07,6.1,15,-1.1,0,75,3.3,8,49,7,6
2012-01-08,4,15.6,-2.5,0,61,6.3,8,52,10,7
2012-01-09,3.7,16.2,-4,0,61,6.1,9,60,11,4
2012-01-10,3.2,13.5,-3.4,0,67,4.3,9,54,10,6
2012-01-11,3.4,13.6,-3.1,0,66,5.2,9,56,10,8
2012-01-12,2.6,11.3,-4,0,73,4.4,8,67,15,4
2012-01-13,3.8,8,-0.1,0,78,3.9,10,73,20,3
2012-01-14,2.1,10.4,-3.1,0,85,4.6,9,70,29,4
2012-01-15,0.9,4.1,-3,0,93,2.6,6,57,22.5,4
2012-01-16,4.2,6,1.9,0.51,89,11.9,4,33,6,22
2012-01-17,5.3,12,0,3.56,69,6.9,5,37,8,33
2012-01-18,3.1,12.9,-3,0,74,4.3,8,65,12,7
2012-01-19,5.4,14,-0.2,0,79,4.8,10,73,17,4
2012-01-20,6.3,15.1,-0.6,0,77,7.2,9,57,11.5,6
2012-01-21,7.6,15.5,-0.2,0,70,5.9,7,47,7,12.5
2012-01-22,6,15.9,-1,0,76,4.4,8,50.5,11,5
2012-01-23,5.6,14.1,-1.3,0,72,6.7,7,42,9,11
2012-01-24,6.2,16,-0.2,0,62,9.6,6,40,7.5,13
2012-01-25,4.5,14,-3,0,72,5,9,67,14,5.5
2012-01-26,3.2,10.8,-3,0,83,4.1,9,63,23,4
2012-01-27,5.7,9.1,1.5,0,76,9.8,6,37,9,19
2012-01-28,5.2,11.5,0,0,59,13,5,22,4,41
2012-01-29,5.4,9,2,0,48,22.6,5,23,5,45
2012-01-30,3.3,10.8,-4,0,55,5.7,7,61,11,13
2012-01-31,3.2,13,-4,0,63,5.9,8,65,14,8
2012-02-01,3.4,12.3,-4,0,72,4.4,8,68,14,10
2012-02-02,1.2,4.4,-2,2.79,51,29.6,3,23,10,48
2012-02-03,-0.2,4.3,-2.1,0,40,29.1,3,20,8,58
2012-02-04,0.7,5.4,-3,0,46,28.7,3,15,6,58
2012-02-05,4.4,11,-1.4,0,57,19.1,5,26,6,45
2012-02-06,8.6,14.6,4.4,0,53,16.3,6,39,7,32
2012-02-07,5.9,9.2,0,0,59,20.4,5,27,4,40
2012-02-08,0.8,5.4,-2.1,0,47,22.8,4,27,8,48
2012-02-09,0.9,11,-6.4,0,57,6.9,7,51,10,24.5
2012-02-10,1.5,10.4,-6,0,55,10.6,8,55,14,19
