date,temp_avg,temp_max,temp_min,precipitation,humidity,wind_avg_speed,SO2,NO2,PM2.5,O3
2015-11-03,12.3,15,9.8,15.49,86,11.9,6,37,5,38
2015-11-04,12.9,16,10.9,0.51,92,4.6,6,51,13,11
2015-11-05,14.6,18,11.7,0.25,86,5.9,6,49,10,11
2015-11-06,14.6,22,8.9,0,84,3.9,8,57,22,7
2015-11-07,15.2,23.5,8.6,0,83,4.1,7,40,15,8
2015-11-08,15.1,23.3,8.9,0,71,5.7,7,31.5,9,10
2015-11-09,13.4,22.1,6,0,74,4.4,8,39,9,11
2015-11-10,12.9,22.5,6,0,70,3.3,9,73,19,7
2015-11-11,11.6,22.8,4.7,0,68,3.7,10,72,19,7
2015-11-12,11.4,22.4,4,0,66,3.9,10,71,18.5,9
2015-11-13,11.6,22,3.9,0,67,5.9,10,60,15,11
2015-11-14,12,18.8,5.9,0,74,5.7,7,37,14,26
2015-11-15,10.5,19.6,4,0,78,3.9,8,42,17,11
2015-11-16,9.6,18.3,3,0,79,4.6,9,63,24.5,7
2015-11-17,9.2,18.1,2.6,0,80,4.4,9,69.5,34,7
2015-11-18,10.4,21.4,2,0,70,4.4,11,74.5,22,7
2015-11-19,11.6,21.5,4.6,0,74,4.3,10,72,19,7
2015-11-20,12.7,21,4.7,0,64,10.9,10,61,17,8
2015-11-21,11.7,16.3,3,0,54,21.3,6,19,5,51
2015-11-22,5.9,10,1,0,63,9.6,5,23,3,51
2015-11-23,5.4,11,0.5,0,58,11.3,7,34,3,37
2015-11-24,4.9,12,-1.1,0,67,3,8,73,11,11
2015-11-25,10.1,17.3,4.3,0,63,5.2,6,34,6,47
2015-11-26,10.6,17,4,0,52,14.1,8,53,7,33
2015-11-27,12.7,17.3,8,0,60,16.9,8,53,7,28
2015-11-28,8.6,17,1.9,0,66,4.8,8,54,10,15.5
2015-11-29,4.8,14.9,-1.6,0,64,4.3,8,49,12,14
2015-11-30,4.5,17,-3,0,57,5.7,12,73,15,8
2015-12-01,4.6,18,-4,0,51,4.8,12,83,16,7
2015-12-02,5.4,15.3,-1,0,61,4.3,14,95,31.5,5
2015-12-03,6.4,16.7,-1,0,70,5,12,79,28,6
2015-12-04,7.7,17.4,0.7,0,72,3.9,13,82,26,5
2015-12-05,8.9,19.1,2,0,70,4.4,10,64,22,6
2015-12-06,7.6,17.7,0,0,72,5,9,47,17,8
2015-12-07,6.7,11.3,2,0,84,5.2,8,55,18,9
2015-12-08,8.8,14,4.7,0,82,4.6,9,48,25,7
2015-12-09,8.3,16,2,0,80,6.7,9,48,14,11
2015-12-10,8.2,14.3,3,0,80,4.8,9,56,16,8
2015-12-11,9,14,4,0,75,3.1,8,53,12,13
2015-12-12,9.6,12.1,7,0,72,4.1,7,37.5,11,26
2015-12-13,7.5,13.4,2,0,78,5.4,8,52,19.5,9
2015-12-14,10.2,15.1,6.5,0.25,76,4.8,8,59,19,10
2015-12-15,10.3,16,6,0.51,82,4.3,9,62,24.5,7
2015-12-16,7.7,15.4,2,0,81,5.2,11,60,26.5,6
2015-12-17,7.4,16.1,2,0,76,3.9,12,71,29.5,6
2015-12-18,7.7,15,3,0,76,4.6,12,69,30,6
2015-12-19,7.3,16.3,1.4,0,73,5.2,11,61,30,6.5
2015-12-20,7.8,16,1,0,69,6.3,10,54,24,8
2015-12-21,7.6,15.5,2,0,78,3.7,10,64,28,7
2015-12-22,6.2,16.3,0,0,77,5,12,69,22,8
2015-12-23,6.2,15.5,0,0,77,4.1,14,68,23.5,7
2015-12-24,4.5,11.3,0,0,84,4.1,12,60,31,6
2015-12-25,4.4,14.2,-2,0,83,4.8,11,46.5,35,9
2015-12-26,3.7,12,-1,0,88,4.1,10,49,24,12
2015-12-27,5.8,15,-1,0,76,5.7,9,37,11.5,22
2015-12-28,7.9,15,2,0,78,9.4,9,48,13,22
2015-12-29,8.4,11.3,5,3.3,90,6.3,7,48,10,24
2015-12-30,7.9,10,6,0,88,5.4,8.5,45,9,23
2015-12-31,7.5,12.4,6.1,0,87,6.7,7,44,11,12
2016-01-01,10.6,15,8,0.25,87,8.3,7,32,10,26
2016-01-02,9.1,12.1,3,1.78,71,14.1,7,19,4,48
2016-01-03,6.8,13,2,0,91,12.6,6,27,5,36
2016-01-04,12.7,15,7,0,86,33.2,7,15,3,39
2016-01-05,7.9,10.1,5,3.81,58,20.6,7,25,3,59
2016-01-06,5.7,9.2,1.6,0,75,19.3,6,18,3,52
2016-01-07,12.8,15.4,6.5,0.25,82,28,7,16,3,53
2016-01-08,12.2,14,10.8,0,86,20.4,7,30,4,45
2016-01-09,10.3,12.9,8,5.59,83,18.7,7,24,4,56
2016-01-10,11.1,12.5,9.4,0,83,27.8,7,12.5,3,65
2016-01-11,9.9,12.1,5,11.18,75,22.4,7,26,3.5,59
2016-01-12,7,11.6,3,1.78,69,12.6,8,42,6,37
2016-01-13,4.1,10.7,-1,0,80,4.3,10,64,13,10
2016-01-14,4.7,8.1,1,0,93,5,9,57,16,9
2016-01-15,7,10,4,1.27,66,17.6,8,33,5,33.5
2016-01-16,4.6,9.1,-1,0,55,13.1,9,34,4,44
2016-01-17,1.6,7.5,-4.1,0,70,6.5,9,55,12,15
2016-01-18,6.5,12.3,1,0,70,13,7,40,10,35
2016-01-19,5,9.9,0,0,74,4.8,9,68,10,22
2016-01-20,4.8,9,-0.2,0,84,3.3,9,66,15,10
2016-01-21,5.8,9,3.7,0,91,3.7,8,62,20,8.5
2016-01-22,8.3,11,4.1,0,92,5,8,60,28,6
2016-01-23,11.3,18.2,8,0.76,85,4.4,8.5,41,19,8
2016-01-24,10.2,19.5,4,0,82,4.1,9,37,12,9
2016-01-25,9.6,17,4,0,83,5.7,10,55,20.5,7
2016-01-26,8.9,17,3.6,0,84,5.9,9,53,29,7
2016-01-27,8.4,10,6.1,0,94,5.9,7,54,36,6
2016-01-28,8.1,10.1,7,0,91,8.1,6,50,22.5,14
2016-01-29,8.2,11,6.9,2.29,85,6.3,8,46,8,25
2016-01-30,7.8,14.2,1,0,78,8.1,8,37,10,22
2016-01-31,8.6,14.8,4,0,80,3.9,8,38.5,11,27
2016-02-01,8.8,17.7,2,0,79,5.6,10,63,20,7
2016-02-02,7.2,14.7,2,0,88,4.6,11,67,25,7
2016-02-03,8.8,15,4.2,0,63,15.6,8,30,7,33
2016-02-04,5.8,13.5,0,0,61,6.9,8,34,5,38.5
2016-02-05,4.3,12.4,-1.3,0,76,5.4,8,54,11,13
2016-02-06,5.5,12.6,-1,0,80,11.3,8,42,20,18
2016-02-07,7.9,11.2,5,11.43,60,25,6,15,3,69
2016-02-08,9.3,14,6,0,78,18.9,5,25,5,47
2016-02-09,11.3,13.2,9.6,0,80,29.1,6,17,3,55
2016-02-10,12.4,15.3,9,0,78,27.6,6,18,3,52
2016-02-11,13.4,17,11,0,72,23.2,6,24,3,48
2016-02-12,12.2,14.1,9.7,1.52,86,29.4,6,19,4,41
2016-02-13,13.6,15,12.8,5.84,88,29.8,6,12,3,36.5
2016-02-14,8.4,13,4.8,3.56,64,23.9,6,13,2,72
2016-02-15,5.4,10.6,2,0.76,60,21.7,5.5,18,2,69
2016-02-16,3.8,9,-1,0,51,20.9,6,24,3,62
2016-02-17,2.4,10,-6,0,61,11.5,7,43.5,8,40
2016-02-18,5.6,10,3,1.02,78,9.8,7,32,6,49
2016-02-19,5.2,12.8,-1,0,51,9.4,7,28,3,52
2016-02-20,5.3,15.3,-2.2,0,54,5.6,9,36,6,34
2016-02-21,6.6,15.2,-1,0,54,6.9,8,35,12,33
2016-02-22,8.3,16.2,0.8,0,58,6.9,8,52,55.5,28.5
2016-02-23,8.3,16.4,0,0,65,6.1,7,53,16,32.5
2016-02-24,6.1,12,0.7,0,80,10,7,48,15,20
2016-02-25,8.8,13.8,2,1.78,64,11.1,6,27,5,52
2016-02-26,6.4,9,4,0,83,17.8,6,32.5,5.5,45
2016-02-27,5.7,9.2,3.8,6.35,59,26.1,6,12,2,71
2016-02-28,7.2,10.2,4,0,61,21.3,6,19,3,61
2016-02-29,7.9,12.4,4,0,47,25.6,7,28,6,64
2016-03-01,7.6,17.9,-1,0,42,5.2,9,66,10,23
2016-03-02,9.3,19,-1,0,56,13.3,8,41.5,9,36.5
2016-03-03,9.2,16.5,2,0,57,5,8,35,7,64
2016-03-04,8.3,16.3,0,0,67,18,6,32,9,46
2016-03-05,6.9,11.4,4,2.29,56,23.2,6,16,3,68
2016-03-06,6.6,11.5,-0.2,0,55,11.5,6,18,3,66
2016-03-07,7.4,11.9,4,1.52,60,22.6,6,20,3,65
2016-03-08,6.9,12,3,2.79,51,20.2,6,22,4,67
2016-03-09,5.3,15,-1,0,67,13.9,6,37,6,41
2016-03-10,7,11.9,3,0,52,24.6,6.5,19,3,69
2016-03-11,8.1,14.7,2,0,48,15.7,7,24,4,67
2016-03-12,6.4,14.7,-2,0,54,5.4,7.5,35,10,43
2016-03-13,8,16.8,-1,0,44,7,7,26,12,58
2016-03-14,7.2,14,1,0,41,8.7,9,25,16,80
2016-03-15,7.2,16,-2,0,51,6.7,8,43,15,55
2016-03-16,7.6,16.6,-2,0,49,6.5,9,70,17,28
2016-03-17,9.2,16.7,1,0,51,7.4,9,51.5,14,44
2016-03-18,8.4,15.6,0,0,61,10.4,8,37,12,46
2016-03-19,9.8,13.3,6,16.76,78,14.3,6,24,7,55
2016-03-20,8.3,14.3,2.8,1.02,75,7.6,8,28,6,47
2016-03-21,9.1,15.4,5.6,0.51,78,6.3,8,34,6,48
2016-03-22,10,15.4,6,31.24,68,8.9,8,26,6,64
2016-03-23,8.4,15,2,0,59,11.7,8,37,11.5,44
2016-03-24,9.9,20,0,0,50,5.2,8,28,13,63
2016-03-25,10.2,18,1,0,59,5.2,8,45,13,36
2016-03-26,10.3,16.7,3,0,75,13.5,8,23,12,37.5
2016-03-27,12.1,16.1,8.8,0.51,51,18,7,10,3,75
2016-03-28,11.1,14.1,9.5,0,66,15.6,6,20,4.5,55
2016-03-29,13.6,19.1,8.8,0,63,13.5,6,23,7,54
2016-03-30,13.9,23,4.8,0,53,10.6,8,47,10,36
2016-03-31,9.2,13.2,5,0.76,58,26.9,6,18,3,69
2016-04-01,8.2,14.4,2.4,0,47,14.3,5,19,3,75
2016-04-02,9.3,17,-1,0,46,8.9,6,30,7,58
2016-04-03,10.8,15.2,7.9,0,60,15.6,6,26,8,63.5
2016-04-04,8.4,11,6,7.11,92,7.4,6,47,6,33
2016-04-05,10.9,16.7,7,17.78,62,22.2,6,23,5,61.5
2016-04-06,11.9,20.6,3.3,0,51,9.3,6,29,5,62
2016-04-07,12.3,21.1,3.8,0,53,7.8,6,34,6,58
2016-04-08,9.4,14.2,4,0,45,18.9,6,18,2.5,71
2016-04-09,10.9,18.4,1.5,0,50,10.7,5,23,5,67
2016-04-10,10.4,14.5,7,0,69,21.3,5,14,4,73
2016-04-11,8.9,14.3,4.8,1.52,76,15.7,5,28,4,54
2016-04-12,9.8,13.9,7,6.1,85,13.9,6,33,4.5,49
2016-04-13,11.5,16.2,7.7,8.38,66,15.2,6,24,5,58
2016-04-14,13.3,20,7,0,64,10,6,37,8,46
2016-04-15,13.3,20,5.3,0,66,12.8,6,39,9,41.5
2016-04-16,12.9,15.6,10,1.52,86,17.2,5,23,5,50
2016-04-17,12.6,17.2,7,12.45,59,13.5,5,14,3,66.5
2016-04-18,13.7,22.4,3.8,0,60,6.7,6,27,5,59
2016-04-19,12.4,14.2,11,0,84,7.4,5.5,39,8.5,39
2016-04-20,10.9,13.3,8.9,30.23,89,7.2,6,40,7,48
2016-04-21,12.9,18,8.5,2.54,66,11.1,5,27,5,59
2016-04-22,12,17.4,9,1.27,81,6.1,6,44,7,41.5
2016-04-23,11.9,19,7,3.3,79,8.7,6,36,7,32.5
2016-04-24,12.3,18.8,5.5,0,60,10.9,5,18,3,64
2016-04-25,12.6,20.3,3,0,48,6.1,6,38,7,61
2016-04-26,14.6,22.5,4.5,0,51,9.1,6,40,7,47
2016-04-27,14.6,22,7.9,0,57,8.5,5,42,8,42.5
2016-04-28,13.9,18.7,10.6,1.02,66,8.3,5,25,5,62
2016-04-29,13.8,20,9.8,1.27,68,6.5,5,28,7,52
2016-04-30,13.2,18.6,8,24.89,56,13.5,5,20,6.5,62
2016-05-01,10.9,18,3.6,0,42,14.8,5,9,3,78
2016-05-02,13.5,24,2.6,0,36,5.6,5,18,4,77
2016-05-03,17.4,26.9,6.3,0,36,5.2,5,34,6,63
2016-05-04,18.1,27.5,8,0,40,5.6,5,38,8,67.5
2016-05-05,15.6,20.6,11,0,52,8.5,5.5,36,9,73
2016-05-06,13.4,17,10,1.52,81,11.9,6,30,8,53
2016-05-07,14.2,17.4,11.4,18.8,74,13.9,6,18,7,64
2016-05-08,12.1,13.3,10,6.6,90,14.8,5,18,5,57
2016-05-09,11.7,14.5,8,14.48,86,11.9,5,32,4,49
2016-05-10,11.3,17,6.8,8.64,85,11.3,5,37,5,39
2016-05-11,11.3,16.3,6,6.35,77,8.3,5,31,5,52
2016-05-12,12.4,16.9,9,5.08,71,17.2,5,21,4,66
2016-05-13,12.9,18,9,0,69,8.9,5,27,4,53
2016-05-14,13.9,20,6.8,1.52,66,6.3,5,25,5,59
2016-05-15,16.7,22.2,12,0,60,6.7,5,21,7,71
2016-05-16,16.2,24,7.9,0,51,5.2,5,21,8,80
2016-05-17,17.6,24.4,9,0,50,5,5,33,9.5,78
2016-05-18,18.8,26,10,0,52,10.9,5,42,12,57.5
2016-05-19,19.2,25.7,12,0,48,9.6,5,20,7,72
2016-05-20,20.1,28,10.4,0,50,4.8,5,38,8,41
2016-05-21,20.8,29,12,0,56,10,5,29,13,65
2016-05-22,19.4,23,12,0,44,21.9,5,10,8,70
2016-05-23,15.4,22.8,7,0,45,5,5,29,6,57
2016-05-24,18.6,26,11,0,51,10.7,6,34,9,45
2016-05-25,17.9,21,14.8,0,56,11.7,5,20,6,56.5
2016-05-26,18.8,25,12.3,0,51,7.8,5,34,9,48
2016-05-27,18.8,25.9,10,0,50,11.1,5,30,10,61.5
2016-05-28,15.4,22,10,0,65,14.1,5,19,6,63
2016-05-29,15.2,20,12,5.59,70,17,5,11,4,55
2016-05-30,15.9,22,9.9,2.29,56,8.3,5,21,4,61
2016-05-31,17,24,8,0,49,10,5,21,5,68
2016-06-01,17.9,26.2,8.7,0,40,7.8,5,31,7,75
2016-06-02,19.7,28,7.7,0,32,4.8,6,38,7,73
2016-06-03,21.7,30,12.2,0,39,8.7,6,45,11,60
2016-06-04,21.3,28,15,0,48,7.4,5,22,10,81
2016-06-05,21.7,29,11.8,0,43,7.2,6,22,9,71
2016-06-06,22.2,30,12.1,0,40,8.9,6,36,10,48
2016-06-07,24.3,33,12.7,0,36,7,6,37,9,54
2016-06-08,25.7,35,13.5,0,33,7.6,6,52,12,50
2016-06-09,27.6,36,16.8,0,32,9.3,6,40,14,62
2016-06-10,25.7,32,18.8,0,39,9.4,5,30,12.5,69
2016-06-11,24.6,31,16.5,0,40,11.1,5,16,8.5,73
2016-06-12,24.8,32,13.9,0,36,10.7,5,17,7,67
2016-06-13,26.4,32,19.8,0,40,25.2,5,13,5,48
2016-06-14,23.2,30,14.6,0,39,17.8,6,15,5,64.5
2016-06-15,18.6,23,14.1,0,51,21.5,6,14.5,3,51
2016-06-16,16.2,21.7,12.2,0.25,48,19.6,6,18,4,53
2016-06-17,17.7,23.8,9.5,0,44,11.3,6,19,4,68
2016-06-18,18.8,23.9,12.6,0,40,12.8,6,12,4.5,73
2016-06-19,19.4,28.1,9,0,37,10.6,6,12,4,69
2016-06-20,24.4,33,13.5,0,36,6.5,6,26,7,47
2016-06-21,26.7,34.2,16.1,0,31,9.1,6.5,28,7,63
2016-06-22,27.7,35,16.3,0,21,14.3,6,23,5,76
2016-06-23,26.9,34,16.8,0,27,12.2,6,26,9,84
2016-06-24,26.6,35.3,14.9,0,27,12.8,6,44,14,60
2016-06-25,26.4,34,18,0,32,10.2,6,14,10,73
2016-06-26,24.8,33,16.4,0,38,9.4,6,10,8.5,68
2016-06-27,26.6,35,16.3,0,33,5.7,6,23,12,68
2016-06-28,27.7,37,17.9,0,33,10.2,6,33,17,63.5
2016-06-29,28.6,35.6,18.9,0,33,12.2,6,39,17,59.5
2016-06-30,27.4,34.3,17.1,0,31,10.9,6,36.5,12,64
2016-07-01,28,35,17.8,0,28,9.8,6,34,11,64
2016-07-02,28.5,36,18,0,27,7.2,6,30,10,75
2016-07-03,29,37.4,19.7,0,32,8,6,12,11,72
2016-07-04,27.4,35,20.1,0,39,11.3,6,23,13,71
2016-07-05,27.4,35.8,18.4,0.25,39,8.9,6,28,12,80
2016-07-06,27,36,17.6,4.83,49,8.7,6,24.5,13,76
2016-07-07,25.6,33,20.1,2.03,49,11.9,6,31,10,68.5
2016-07-08,27.9,35,19.2,0,40,7.2,6,44,13,59
2016-07-09,29.2,37,19.1,0,36,5.4,6,27,13,69
2016-07-10,31.2,39,21.2,0,31,8.7,5,21,14,83
2016-07-11,31.3,37.5,22.5,0,26,12.4,4,33,10,71
2016-07-12,27.3,34.3,19.2,0,29,11.1,5,24,8,75
2016-07-13,22.9,30,15.2,0,35,15.2,5,14,6,70
2016-07-14,22.1,31.4,12.5,0,25,14.1,5,18,4.5,71
2016-07-15,22.6,32,13,0,25,8.9,5,22,5,76
2016-07-16,26.7,35,15.9,0,27,5.4,4,22,10,77.5
2016-07-17,28.8,37,17.3,0,26,6.3,4,17,9,79
2016-07-18,30.1,38,18.3,0,21,11.5,4.5,25,9,88
2016-07-19,30.2,39,19.1,0,25,9.4,5,33,12,83
2016-07-20,30.9,38,25,0,29,16.1,4,39,23,56
2016-07-21,28.1,36,16.5,0,24,10.7,5,39,12,72.5
2016-07-22,26.9,33.2,17.6,0,30,10,4,24,9,79
2016-07-23,24.7,32,16.3,0,37,13.3,5,8,4,62
2016-07-24,26.3,34.1,17.1,0,34,6.9,4,9,5,59.5
2016-07-25,28.7,37,17.9,0,26,6.7,4,15,5,74.5
2016-07-26,30.3,38.2,19.2,0,25,6.9,4.5,27,9,74
2016-07-27,31.3,39,23.1,0,28,9.8,4.5,24,14,86
2016-07-28,30.6,38,21.5,0,27,6.7,3,24,13,81
2016-07-29,31.6,40,21.3,0,23,11.3,4.5,30,14,82
2016-07-30,30.5,36.1,23.4,0,24,15.7,4,21,15,100
2016-07-31,27.9,35,18,0,25,12,4,13,10,92
2016-08-01,27.7,35,19.1,0,33,7.6,4,20,9,64
2016-08-02,29.3,37.1,19.3,0,26,6.9,4,27,11,71
2016-08-03,30,38,18.4,0,22,8.1,5,35,13,83
2016-08-04,29.3,37,19.6,0,26,13,5,26,10,72.5
2016-08-05,27.4,34,20.1,0,34,11.7,4,13,5,58.5
2016-08-06,27.7,36,16.6,0,19,8,5,13,4,61
2016-08-07,28.5,36.3,18.8,0,25,6.9,4,10,6,67
2016-08-08,28.3,36,17.8,0,26,5.4,5,28,8,61
2016-08-09,26.6,35.2,18.7,0,31,11.5,5,25,8,62.5
2016-08-10,22.9,30,16.5,0,39,14.6,5,10,5,65
2016-08-11,23.4,31.2,15.1,0,20,9.4,6,15,4,76
2016-08-12,25.3,34,15.3,0,31,6.1,5,20,8,67
2016-08-13,26.5,34.2,16.1,0,31,5.6,5,22.5,9,74.5
2016-08-14,27.3,35,16.8,0,27,8.9,6,13,7,81
2016-08-15,27.7,35,17.3,0,32,9.4,6,13,8,80
2016-08-16,27.9,34,19.5,0,31,10.2,5,26,17,75
2016-08-17,27.2,34,17.3,0,25,10,5,29.5,13,75
2016-08-18,27.3,34,17.5,0,30,7.4,6,28,9,57
2016-08-19,27.7,35,16.9,0,32,12.2,6,20,9,74
2016-08-20,28.2,33.4,22,0,35,11.1,5,11.5,6,61.5
2016-08-21,25.4,33.3,17.1,0,38,8.1,5,9,9,65
2016-08-22,27.6,35.5,17.1,0,33,5.6,6,23,10,59
2016-08-23,28.8,37,19.8,0,33,6.5,7,30,11,52
2016-08-24,27.9,35,18,0,26,8.7,7,21,7,70
2016-08-25,27,35,16,0,22,8.9,7,23.5,6,74
2016-08-26,27.2,34,17.6,0,31,6.7,7,27,9,74
2016-08-27,28.7,36,19.4,0,32,10.4,7,25,14,62.5
2016-08-28,28.8,36,19,0,28,8.9,7,34,20,65
2016-08-29,28.2,35,20,0,32,9.8,7,25,13,71
2016-08-30,25.1,34,17.2,0,37,8.9,7,20,9,58
2016-08-31,26.6,34,18.3,0,37,5.7,7,28,12,58
2016-09-01,27.4,35,19.6,0,37,6.5,7,23,10,70
2016-09-02,27.1,35,17.5,0,36,5.7,7,43,10.5,53
2016-09-03,27.8,37,17.3,0,30,7,7,37,12.5,60
2016-09-04,28.9,38,17.2,0,27,9.1,7,45,16,44
2016-09-05,30.1,39,18.7,0,24,6.5,7,53,18,40
2016-09-06,30.4,40,19,0,20,7.2,7,61,15,43
2016-09-07,30.4,40,18.9,0,20,11.5,7,57,15,36
2016-09-08,26.4,34,15.8,0,27,9.4,7,38,21,69
2016-09-09,25.4,31.1,17.8,0,36,8.5,7,31,11,61
2016-09-10,26.1,33,17.5,0,33,7.4,7,24,11,68
2016-09-11,25.3,33,17.2,0,34,6.7,7,21,11,72
2016-09-12,25.9,34.1,17.2,0,34,11.1,8,42,13,47.5
2016-09-13,21.2,26,13.7,0,61,18,7,25,10,51
2016-09-14,15.4,20,11.8,5.84,56,11.3,6,24,3,43
2016-09-15,16.4,20.4,9.8,0,48,13,6,27,5,45
2016-09-16,18.7,25.3,10.9,0,52,9.6,6.5,31,5,48
2016-09-17,17.7,24.3,11.4,0,55,8.7,5,20,4,44.5
2016-09-18,18.1,25,10.6,0,43,5.7,6,17,4,52
2016-09-19,18.4,26.2,10,0,43,5.9,7,42,6.5,50
2016-09-20,20.5,28,12.6,0,37,5,7,37,7,51
2016-09-21,20.5,29,10.3,0,34,7.8,7,47,10,43.5
2016-09-22,19.8,28.3,9,0,33,6.9,7,65,13,31
2016-09-23,19.9,28,11.3,0,35,5.6,8,69,13,19
2016-09-24,20.1,28,11.2,0,38,6.7,6,43,12,41
2016-09-25,20.3,28,12.5,0,40,5.4,7,41,13,37
2016-09-26,21.8,27.2,15.8,0,43,7,7,33,9.5,57
2016-09-27,21.9,29,12.8,0,37,8.3,7,25,7,52
2016-09-28,21,26,15,0,48,7.8,7,17,6,43
2016-09-29,18.9,26,10,0,49,5.2,8,38,11,49
2016-09-30,19.1,27,10.7,0,41,6.3,8,46,10,36.5
2016-10-01,20.6,28,11.4,0,36,10.4,8,50,10,39
2016-10-02,19.3,27,10.7,0,42,7,8,40.5,9,34
2016-10-03,19.6,29,10,0,42,6.7,8,51,13,37
2016-10-04,19.9,29,11.2,0,40,5.2,9,57,14,37
2016-10-05,19.9,29,10.7,0,44,4.4,8,56.5,16,38.5
2016-10-06,20.9,29,13.6,0,30,8,7,70,14,20
2016-10-07,17.8,28,8,0,33,7.6,8,62,11,26
2016-10-08,17.8,28,8.1,0,46,5,9,58,10,26
2016-10-09,18.4,27,9.8,0,41,3.5,8,25,10,52
2016-10-10,17.3,25.2,8.5,0,41,6.3,8,39,8,54
2016-10-11,15.6,25,4.5,0,39,10.6,9,51,10.5,43.5
2016-10-12,12.9,15,11,0.76,83,4.4,9,27,11,47
2016-10-13,13.7,16,12,14.48,82,10.6,9,28,6,35
2016-10-14,14.7,19,10.6,1.02,71,8,8,30,8,37
2016-10-15,12.6,19.2,6,0,68,5.7,8,36,11,33
2016-10-16,14,21,6,0,67,4.4,8,37,10.5,32
2016-10-17,15.7,19,12.7,0,78,5.6,9,51,13,20
2016-10-18,16.4,21,13,4.32,81,4.3,7,37,10,24
2016-10-19,16.9,20,14.7,0,86,3.3,7,53,14,12
2016-10-20,15.9,19,13.5,5.33,86,3.7,7,44,16,7
2016-10-21,14.9,20,9.2,0.51,81,3.9,6,43.5,16,10
2016-10-22,15,17,12.7,0,91,7,6,38,15.5,11
2016-10-23,14.2,16,11.5,10.92,90,15.7,5,19,4,38
2016-10-24,13.1,16,11,11.68,88,8.7,5,38,5,37
2016-10-25,16.1,21,12,0.25,81,8.3,6,39,9,21
2016-10-26,17.9,25,12.2,0.25,76,4.6,6,41,16,10
2016-10-27,18.1,25,11.7,0,71,5.4,6,44,16,14
2016-10-28,16.9,24,11.7,0,81,4.4,6,45,19,12
2016-10-29,15.6,24,9.1,0,67,3.7,6,41,15,9
2016-10-30,13.5,26,4.2,0,50,5,6,46,8,24
2016-10-31,12.4,24,3,0,53,4.4,7,64,11,14
2016-11-01,11.7,19,4.5,0,68,4.8,7,48,18,11
2016-11-02,14.1,22,7,0,69,4.4,7,58,19,10.5
2016-11-03,13.3,21,6.7,0,71,4.6,8,57,18,7
2016-11-04,12.8,15,9.2,5.08,92,6.7,6,58,13.5,8
2016-11-05,13,15,8,10.67,88,16.1,6,24,5,37
2016-11-06,9.2,13,4.2,12.19,62,9.8,6,23,3,45.5
2016-11-07,6.2,10,2,0,67,6.9,6,42,5,33
2016-11-08,7.7,13,1,0,56,10.4,6,38,6,33
2016-11-09,10.4,16,6.5,0,66,17.6,6,21,5,51
2016-11-10,7.2,14,0.5,0,69,3.9,8,63,12,7
2016-11-11,7.4,13.5,0.3,0,66,5.2,10,69,16,5
2016-11-12,7.7,14,0.7,0,77,4.3,8,58,21,7
2016-11-13,11.8,19,5,0,70,7.2,8,39,11,18.5
2016-11-14,9.6,16,2.6,0,59,9.1,7,27,4,42
2016-11-15,8,17,0.7,0,57,8.1,7,38,5,32
2016-11-16,7.4,17,0,0,62,4.8,9,66,11,8
2016-11-17,9.3,18.2,1.6,0,70,4.6,10,78,20,6
2016-11-18,7.4,13,2,0,87,3.9,10,70,22,6
2016-11-19,7.1,13,0.6,0,80,5.6,7,48.5,21,12
2016-11-20,9,12,7,2.54,93,10.2,5,27,7,32.5
2016-11-21,11.1,13,7,16.76,80,18.7,5,31,4,49
2016-11-22,7.1,9,4.9,0.25,90,4.4,6,52,7,11
2016-11-23,6.7,9,3.6,1.27,86,5.7,7,46.5,6,11
2016-11-24,5.5,8.5,2.6,6.6,84,8,6,50,8,12
2016-11-25,4.7,6.2,2,10.41,93,6.1,6,48,8,18
2016-11-26,7.8,11,5.3,10.67,97,5.9,6.5,40,7,25
2016-11-27,9.8,12,8,11.18,88,6.1,7,30,5,30.5
2016-11-28,9.6,14,4,9.14,75,8.5,10,32,6,35
2016-11-29,8.2,13,3.7,0,84,5.2,9,50,8,10
2016-11-30,11.1,15,7.8,0.25,78,8.3,6,34,5,37
2016-12-01,10.3,11,8.5,0,77,3.7,6,50,6,29
2016-12-02,9.4,14.2,5,0,82,3.1,6,58,13,9
2016-12-03,7.5,13,3,0,89,5,6,41,13,11
2016-12-04,10.6,12,9.7,7.87,93,8,4,25,6,44
2016-12-05,11.7,14,8,10.16,80,8.3,7,34,6.5,31
2016-12-06,8.9,15,4.8,0,84,5,7,31,10,30
2016-12-07,7.3,14.5,2,0,90,3.5,9,59,20,6
2016-12-08,7.4,14,3.4,0,86,3.7,8,43,15,7
2016-12-09,7.4,14,2.5,0,88,4.6,9,56,13,11
2016-12-10,10.5,15,5.8,0,82,5,8,51,11,10
2016-12-11,6.9,15,1.2,0,85,3.9,8,42,16,8
2016-12-12,5.2,9,3.5,0,99,4.1,10,66,26,5
2016-12-13,5.1,10.6,1.7,0,95,2.2,11,64,25,5
2016-12-14,7.4,10,4,0,88,3.5,7,53,19,6
2016-12-15,8.7,11,7,4.83,88,5.9,6,52,15,14
2016-12-16,8.2,10,7,1.27,90,7.6,7,43,11,18
2016-12-17,10.3,13,8.1,3.81,71,19.6,7,18,7,55
2016-12-18,7.8,12,4,0,66,17,8,16,7,59
2016-12-19,6.3,11,1,0,65,11.7,8,32,8,47
